Points_0,Points_1,Points_2,Points_Magnitude,STLSolidLabeling,Point ID
0.000444282,0.162973,0.00627656,0.163094,0,1689
-0.000727521,0.163334,0.00625006,0.163455,0,1690
0.00123722,0.164111,0.00616943,0.164232,0,1691
-0.00402658,0.185328,0.00485189,0.185435,0,1692
-0.00375148,0.184295,0.0050676,0.184402,0,1693
-0.00286829,0.184094,0.0056149,0.184202,0,1694
-0.00428759,0.183462,0.00462285,0.18357,0,1695
0.00191779,0.0362369,-0.00596811,0.0367751,0,1696
0.00256795,0.0375472,-0.00571856,0.0380669,0,1697
0.00378255,0.0375236,-0.00499885,0.0380436,0,1698
0.00187994,0.038881,-0.00598014,0.0393831,0,1699
-0.0024885,0.198541,0.00583441,0.198642,0,1700
-0.00287083,0.198313,0.00565608,0.198414,0,1701
-0.00303688,0.197825,0.00556869,0.197926,0,1702
-0.00307816,0.198572,0.00554598,0.198674,0,1703
0.00391018,0.132628,-0.0049092,0.132776,0,1704
0.00277267,0.132755,-0.00563045,0.132903,0,1705
0.00218989,0.133987,-0.00588167,0.134134,0,1706
0.00210009,0.131651,-0.00591433,0.131801,0,1707
0.00162949,0.170437,-0.00605623,0.170553,0,1708
0.00205773,0.171603,-0.00592444,0.171718,0,1709
0.00328679,0.171778,-0.00534137,0.171892,0,1710
0.00116057,0.172594,-0.0061633,0.172708,0,1711
0.00622521,0.173636,0.000716036,0.173749,0,1712
0.00610042,0.172271,0.00143207,0.172385,0,1713
0.00622521,0.171136,0.000716036,0.17125,0,1714
0.00561597,0.172042,0.00277971,0.172157,0,1715
0.00609308,0.0551321,-0.00145232,0.0554868,0,1716
0.00559483,0.0552642,-0.0028165,0.055618,0,1717
0.00522992,0.0567909,-0.00344715,0.0571353,0,1718
0.00522017,0.0538696,-0.00346189,0.0542326,0,1719
0.0018627,0.154109,0.00598295,0.154237,0,1720
0.00252785,0.152634,0.0057337,0.152763,0,1721
0.00376382,0.152567,0.0050099,0.152696,0,1722
0.00183086,0.151227,0.00599277,0.151356,0,1723
-0.00187412,0.115664,-0.00599358,0.115835,0,1724
-0.000982751,0.114659,-0.00620238,0.114831,0,1725
-0.00135284,0.113368,-0.00613231,0.113542,0,1726
0.000294926,0.114945,-0.00627283,0.115117,0,1727
0.00609819,0.104973,0.00143825,0.10516,0,1728
0.00560955,0.104947,0.00279096,0.105134,0,1729
0.00524594,0.103687,0.00342588,0.103876,0,1730
0.0052477,0.10618,0.00342318,0.106365,0,1731
-0.00629462,0.00194277,-0.000789379,0.00663474,0,1732
-0.00627753,0.00241674,-0.000915396,0.00678867,0,1733
-0.00621043,0.00260983,-0.00129456,0.00685978,0,1734
-0.00630959,0.00269762,-0.00065915,0.00689366,0,1735
0.00524628,0.12124,0.00342502,0.121401,0,1736
0.00560797,0.12,0.00279372,0.120164,0,1737
0.00609764,0.12,0.00143978,0.120164,0,1738
0.00524266,0.118762,0.00343055,0.118927,0,1739
0.00609796,0.135004,0.00143889,0.135149,0,1740
0.00560889,0.135008,0.00279211,0.135153,0,1741
0.00524585,0.133754,0.00342587,0.1339,0,1742
0.00524583,0.136265,0.0034259,0.136409,0,1743
0.00524608,0.131251,0.00342559,0.131401,0,1744
0.00560925,0.130003,0.00279149,0.130154,0,1745
0.00609809,0.130001,0.00143855,0.130152,0,1746
0.00524665,0.128755,0.00342472,0.128908,0,1747
0.00609699,0.0650031,0.00144158,0.0653043,0,1748
0.00560608,0.0650062,0.002797,0.0653074,0,1749
0.00524014,0.0637531,0.003434,0.0640602,0,1750
0.00524324,0.0662624,0.00342927,0.066558,0,1751
-0.00445526,0.0968068,-0.00441541,0.0970098,0,1752
-0.00341737,0.0971285,-0.00525992,0.0973309,0,1753
-0.00256456,0.0961344,-0.00572435,0.0963389,0,1754
-0.00309163,0.0984444,-0.00545775,0.098644,0,1755
0.00609807,0.164937,0.00143858,0.165056,0,1756
0.00560921,0.164874,0.00279154,0.164993,0,1757
0.00524404,0.163658,0.0034287,0.163778,0,1758
0.00524859,0.166028,0.00342174,0.166146,0,1759
-0.00559562,0.155223,-0.00284322,0.15535,0,1760
-0.00511921,0.154147,-0.00363159,0.154275,0,1761
-0.00534286,0.152947,-0.00329374,0.153076,0,1762
-0.00425214,0.154271,-0.00461672,0.154398,0,1763
0.00433043,0.156331,0.00453051,0.156457,0,1764
0.00377723,0.155187,0.00500107,0.155313,0,1765
0.00432515,0.153843,0.00453555,0.153971,0,1766
0.00255074,0.155386,0.00572467,0.155512,0,1767
-0.00338271,0.0199433,-0.0053096,0.0209134,0,1768
-0.00426552,0.0197653,-0.00463033,0.0207438,0,1769
-0.00485057,0.0207426,-0.0040133,0.0216769,0,1770
-0.00446074,0.0186101,-0.00444257,0.0196462,0,1771
0.00523602,0.0687479,-0.00343892,0.0690327,0,1772
0.00559978,0.0699957,-0.00280796,0.0702755,0,1773
0.0060948,0.0699978,-0.00144761,0.0702776,0,1774
0.00522869,0.0712414,-0.00345006,0.0715163,0,1775
-0.00626533,0.0530651,0.000209811,0.0534341,0,1776
-0.00606844,0.0526592,0.00157237,0.053031,0,1777
-0.00575367,0.0537455,0.0024887,0.0541098,0,1778
-0.0059483,0.0511668,0.00197892,0.0515494,0,1779
0.00524507,0.101198,0.00342693,0.101392,0,1780
0.00560822,0.0999694,0.00279328,0.100166,0,1781
0.00609773,0.0999847,0.00143953,0.100181,0,1782
0.00524463,0.0987254,0.00342759,0.098924,0,1783
0.00622312,0.0812538,-0.000721808,0.081495,0,1784
0.00609625,0.0825076,-0.00144362,0.0827451,0,1785
0.00622312,0.0837538,-0.000721808,0.0839878,0,1786
0.00560396,0.0825152,-0.0028007,0.0827526,0,1787
0.0043243,0.141244,0.00453608,0.141383,0,1788
0.00377549,0.139989,0.00500212,0.140129,0,1789
0.00432939,0.138756,0.00453122,0.138897,0,1790
0.00254723,0.139966,0.00572601,0.140106,0,1791
0.00432341,0.0962785,0.00453529,0.0964822,0,1792
0.00376543,0.0950757,0.00500822,0.0952819,0,1793
0.00431932,0.0937878,0.00453919,0.0939969,0,1794
0.00252681,0.0951607,0.00573376,0.0953667,0,1795
0.00146556,0.0228172,0.00612956,0.0236716,0,1796
0.00103707,0.021809,0.00621642,0.0227014,0,1797
0.00167528,0.0209212,0.00607559,0.0218498,0,1798
-4.15502e-05,0.0216887,0.00630219,0.0225858,0,1799
-0.00372418,0.0222152,0.00508335,0.0230917,0,1800
-0.00316135,0.021335,0.00545123,0.0222461,0,1801
-0.00217637,0.0214516,0.00591383,0.0223581,0,1802
-0.00352126,0.0203381,0.00522597,0.0212919,0,1803
0.00188184,0.158828,0.00597792,0.158951,0,1804
0.00255575,0.157679,0.00572233,0.157803,0,1805
0.00378227,0.157577,0.00499713,0.157702,0,1806
0.00187742,0.156632,0.00597931,0.156757,0,1807
-0.00534566,0.11703,-0.00328729,0.117198,0,1808
-0.00479524,0.116041,-0.00404822,0.116211,0,1809
-0.00503863,0.114739,-0.00374093,0.114911,0,1810
-0.00384449,0.116355,-0.00496006,0.116524,0,1811
0.00433243,0.126252,0.00452781,0.126407,0,1812
0.00378076,0.124996,0.00499769,0.125153,0,1813
0.00433304,0.123737,0.00452723,0.123896,0,1814
0.00255052,0.124998,0.00572415,0.125155,0,1815
0.00623031,0.176285,-0.000701685,0.176396,0,1816
0.00611062,0.177569,-0.00140337,0.17768,0,1817
0.00623031,0.178785,-0.000701685,0.178895,0,1818
0.0056454,0.177639,-0.00272739,0.177749,0,1819
0.00622051,0.0512458,-0.000728966,0.0516271,0,1820
0.00609103,0.0524917,-0.00145793,0.052864,0,1821
0.00622051,0.0537458,-0.000728966,0.0541095,0,1822
0.00558893,0.0524834,-0.00282668,0.0528558,0,1823
0.00521941,0.0387243,-0.00345849,0.0392272,0,1824
0.00557421,0.0399486,-0.00285158,0.0404363,0,1825
0.00608585,0.0399743,-0.00147167,0.0404617,0,1826
0.00516957,0.0411472,-0.00353255,0.0416208,0,1827
-0.00469652,0.112456,-0.00416312,0.112631,0,1828
-0.00402607,0.111475,-0.00481452,0.111651,0,1829
-0.00431887,0.110192,-0.00455371,0.110371,0,1830
-0.00293608,0.111776,-0.00554692,0.111952,0,1831
-0.000332763,0.0954598,-0.00626455,0.0956657,0,1832
0.000999963,0.0957792,-0.00619317,0.0959844,0,1833
0.00192922,0.0947838,-0.00596937,0.0949912,0,1834
0.00138587,0.0970939,-0.00611839,0.0972964,0,1835
0.00622894,0.151172,-0.000705564,0.151302,0,1836
0.00610789,0.152344,-0.00141113,0.152473,0,1837
0.00622894,0.153672,-0.000705564,0.1538,0,1838
0.0056375,0.152188,-0.00274155,0.152317,0,1839
0.00377922,0.137506,0.00499899,0.137649,0,1840
0.00254961,0.13749,0.00572468,0.137632,0,1841
0.00187202,0.136246,0.00598063,0.13639,0,1842
0.00187151,0.138716,0.00598079,0.138858,0,1843
0.00523874,0.151235,0.00343568,0.151364,0,1844
0.00560393,0.149969,0.00280075,0.1501,0,1845
0.00609624,0.149985,0.00144364,0.150115,0,1846
0.00523828,0.148689,0.00343638,0.148821,0,1847
0.00179379,0.00330187,0.00607779,0.0071456,0,1848
0.00216764,0.0037004,0.00595471,0.00733827,0,1849
0.00201103,0.00425892,0.00600941,0.00763516,0,1850
0.00268349,0.00354041,0.00574074,0.00725891,0,1851
-0.00568079,0.138505,-0.00262897,0.138646,0,1852
-0.00518774,0.13755,-0.00350288,0.137692,0,1853
-0.00543664,0.136209,-0.00310255,0.136352,0,1854
-0.00423882,0.137936,-0.004606,0.138078,0,1855
-0.00209603,0.110812,-0.00591828,0.110989,0,1856
-0.00247668,0.109546,-0.00576935,0.109725,0,1857
-0.00360953,0.109228,-0.00513718,0.109408,0,1858
-0.00162427,0.108597,-0.00606474,0.108779,0,1859
-0.00607861,0.143038,-0.00155897,0.143176,0,1860
-0.00577909,0.14206,-0.0024458,0.142198,0,1861
-0.00592263,0.140759,-0.00207418,0.140899,0,1862
-0.0051394,0.142382,-0.00360089,0.14252,0,1863
-0.00521324,0.133754,-0.00349385,0.133901,0,1864
-0.00464611,0.132641,-0.00421883,0.132789,0,1865
-0.00491459,0.131457,-0.00390279,0.131607,0,1866
-0.00366025,0.132711,-0.00509779,0.132859,0,1867
0.00622317,0.03625,-0.000721688,0.0367874,0,1868
0.00609634,0.0375,-0.00144338,0.0380197,0,1869
0.00622317,0.03875,-0.000721688,0.0392532,0,1870
0.00560421,0.0375,-0.00280026,0.0380197,0,1871
-0.000451925,0.120093,-0.00624541,0.120256,0,1872
-0.00186425,0.119505,-0.00597779,0.119669,0,1873
-0.0027883,0.120336,-0.00560668,0.120499,0,1874
-0.00229854,0.118087,-0.00582462,0.118253,0,1875
0.000462905,0.119104,-0.00625662,0.119269,0,1876
-7.97882e-05,0.117527,-0.00627322,0.117694,0,1877
-0.0014289,0.117098,-0.00610883,0.117266,0,1878
0.00075267,0.116379,-0.00622841,0.116548,0,1879
0.00622317,0.07625,-0.000721688,0.0765069,0,1880
0.00609634,0.0775,-0.00144338,0.0777528,0,1881
0.00622317,0.07875,-0.000721688,0.0789988,0,1882
0.00560421,0.0775,-0.00280026,0.0777528,0,1883
0.00026215,0.0808653,0.00625222,0.0811071,0,1884
-0.000638374,0.0817492,0.00622507,0.0819884,0,1885
-0.00209371,0.081655,0.00589706,0.0818944,0,1886
-2.47078e-05,0.0827273,0.00625767,0.0829637,0,1887
0.00186496,0.103653,0.00598205,0.103842,0,1888
0.00253638,0.102282,0.00572972,0.102474,0,1889
0.0037726,0.102355,0.00500305,0.102546,0,1890
0.00184476,0.100839,0.00598831,0.101034,0,1891
-0.00505247,0.15076,-0.00372332,0.15089,0,1892
-0.0044517,0.149772,-0.00442413,0.149903,0,1893
-0.00472861,0.148498,-0.00412684,0.14863,0,1894
-0.00343187,0.150058,-0.0052548,0.150189,0,1895
0.00431966,0.0812438,0.00453899,0.0814851,0,1896
0.00376613,0.0799876,0.00500781,0.0802326,0,1897
0.00432376,0.0787345,0.00453509,0.0789834,0,1898
0.00252829,0.0799845,0.0057332,0.0802296,0,1899
-0.00186456,0.151401,-0.00598939,0.151531,0,1900
-0.00146022,0.152458,-0.00610058,0.152587,0,1901
-0.000126879,0.152548,-0.00627162,0.152677,0,1902
-0.00235544,0.153426,-0.00581389,0.153555,0,1903
-0.00378186,0.0638518,-0.00499511,0.0641585,0,1904
-0.00480479,0.0638374,-0.00402089,0.0641442,0,1905
-0.00536496,0.0650568,-0.00323585,0.0653578,0,1906
-0.00509056,0.0626037,-0.00365236,0.0629165,0,1907
-0.000754317,0.194497,0.00628802,0.1946,0,1908
-0.000422873,0.195007,0.00631897,0.19511,0,1909
-0.000743281,0.195436,0.00628933,0.195538,0,1910
0.000229752,0.195088,0.00632893,0.195191,0,1911
-0.00328488,0.178893,0.00535868,0.179004,0,1912
-0.00398288,0.177958,0.00486236,0.178069,0,1913
-0.0036731,0.176751,0.00510042,0.176863,0,1914
-0.00485704,0.178229,0.00398937,0.17834,0,1915
0.0060948,0.0749978,-0.00144761,0.075259,0,1916
0.00559978,0.0749957,-0.00280796,0.0752569,0,1917
0.00523602,0.0762478,-0.00343892,0.0765047,0,1918
0.00522869,0.0737414,-0.00345006,0.074007,0,1919
0.00523649,0.0592991,-0.00343931,0.0596291,0,1920
0.0056049,0.0602806,-0.00279906,0.0606053,0,1921
0.00609658,0.0601403,-0.00144271,0.0604657,0,1922
0.00524338,0.0614024,-0.00342879,0.0617212,0,1923
0.00609718,0.154996,0.00144106,0.155123,0,1924
0.00560663,0.154992,0.00279606,0.155119,0,1925
0.00524049,0.153746,0.00343357,0.153874,0,1926
0.00524449,0.156234,0.00342747,0.15636,0,1927
-0.00611588,0.057822,0.00136742,0.0581607,0,1928
-0.00566763,0.0574786,0.00267428,0.0578192,0,1929
-0.0051618,0.0584586,0.00355382,0.0587935,0,1930
-0.00549404,0.0561552,0.00301487,0.0565038,0,1931
-0.00262558,0.149071,-0.00570087,0.149203,0,1932
-0.00299037,0.147798,-0.00551827,0.147931,0,1933
-0.00407356,0.147511,-0.0047749,0.147644,0,1934
-0.00215171,0.146812,-0.00589608,0.146946,0,1935
0.00523394,0.0487458,-0.0034414,0.0491467,0,1936
0.00559658,0.0499917,-0.00281348,0.0503826,0,1937
0.00609368,0.0499958,-0.00145065,0.0503867,0,1938
0.00522131,0.0512334,-0.00346053,0.0516149,0,1939
0.00622451,0.168697,0.000717968,0.168813,0,1940
0.00609903,0.167394,0.00143594,0.167511,0,1941
0.00622451,0.166197,0.000717968,0.166315,0,1942
0.00561196,0.167287,0.00278674,0.167405,0,1943
-0.00539254,0.100104,-0.00320621,0.1003,0,1944
-0.00484239,0.0991133,-0.00398881,0.0993116,0,1945
-0.00507999,0.0977992,-0.00368144,0.0980002,0,1946
-0.00389192,0.0994367,-0.0049206,0.0996344,0,1947
-0.00588501,0.1047,-0.00217653,0.104888,0,1948
-0.00548767,0.103717,-0.00304238,0.103907,0,1949
-0.00566349,0.102406,-0.00270102,0.102598,0,1950
-0.00472787,0.104047,-0.00412528,0.104236,0,1951
0.00622356,0.16374,0.000720609,0.16386,0,1952
0.00609712,0.162481,0.00144122,0.162601,0,1953
0.00622356,0.16124,0.000720609,0.161362,0,1954
0.00560646,0.162461,0.00279635,0.162582,0,1955
0.00622576,0.0312375,-0.000714493,0.0318599,0,1956
0.00610153,0.0324751,-0.00142899,0.0330742,0,1957
0.00622576,0.0337375,-0.000714493,0.0343146,0,1958
0.00561917,0.0324501,-0.0027741,0.0330497,0,1959
-0.00471623,0.0558297,0.00413352,0.0561808,0,1960
-0.00400313,0.0568275,0.0048274,0.0571725,0,1961
-0.0042751,0.058133,0.00458829,0.0584703,0,1962
-0.00288319,0.0565199,0.00556921,0.0568668,0,1963
0.00524014,0.0812469,0.003434,0.0814881,0,1964
0.00560608,0.0799938,0.002797,0.0802387,0,1965
0.00609699,0.0799969,0.00144158,0.0802418,0,1966
0.00524324,0.0787376,0.00342927,0.0789864,0,1967
0.00524879,0.111233,0.00342177,0.11141,0,1968
0.00561079,0.10997,0.00278879,0.110149,0,1969
0.00609862,0.109985,0.00143706,0.110163,0,1970
0.00524851,0.108692,0.00342221,0.108873,0,1971
0.00609778,0.115003,0.00143939,0.115174,0,1972
0.00560837,0.115006,0.00279301,0.115177,0,1973
0.00524721,0.113752,0.00342367,0.113924,0,1974
0.00524293,0.116265,0.00343023,0.116433,0,1975
-0.00298729,0.0811733,-0.00551437,0.0814152,0,1976
-0.00334122,0.0798136,-0.0053074,0.0800596,0,1977
-0.00440168,0.0794856,-0.00446737,0.0797326,0,1978
-0.00249389,0.0787819,-0.00575437,0.0790311,0,1979
0.00524044,0.141254,0.00343364,0.141393,0,1980
0.00560655,0.140008,0.0027962,0.140148,0,1981
0.00609715,0.140004,0.00144114,0.140144,0,1982
0.0052443,0.138766,0.00342774,0.138907,0,1983
0.0060983,0.124998,0.00143795,0.125155,0,1984
0.00560987,0.124996,0.0027904,0.125153,0,1985
0.00524752,0.123737,0.00342352,0.123896,0,1986
0.00524706,0.126252,0.00342423,0.126407,0,1987
-0.00471761,0.0954905,-0.00413356,0.0956962,0,1988
-0.00402602,0.0944958,-0.00480971,0.0947037,0,1989
-0.00431643,0.0931789,-0.00455089,0.0933898,0,1990
-0.00291086,0.0948181,-0.00555599,0.0950253,0,1991
-0.00617788,0.0490334,0.00112561,0.0494339,0,1992
-0.00627742,0.0483923,-0.000164621,0.048798,0,1993
-0.00625072,0.0471289,-0.000601405,0.0475454,0,1994
-0.00619435,0.0490146,-0.00103113,0.0494152,0,1995
0.00622317,0.06375,0.000721688,0.0640571,0,1996
0.00609634,0.0625,0.00144338,0.0628132,0,1997
0.00622317,0.06125,0.000721688,0.0615696,0,1998
0.00560421,0.0625,0.00280026,0.0628132,0,1999
-0.00621853,0.0195459,-0.0010811,0.0205397,0,2000
-0.0061212,0.020781,-0.00153943,0.0217184,0,2001
-0.0058105,0.0212504,-0.00246515,0.022168,0,2002
-0.00622625,0.0215468,-0.00103572,0.0224523,0,2003
0.00622493,0.0587416,0.000716825,0.0590749,0,2004
0.00609985,0.0574832,0.00143365,0.0578237,0,2005
0.00622493,0.0562416,0.000716825,0.0565896,0,2006
0.00561434,0.0574664,0.00278258,0.057807,0,2007
0.00285241,0.0192421,0.00561822,0.0202475,0,2008
0.00338994,0.018451,0.00531121,0.0194972,0,2009
0.00426432,0.018643,0.00463856,0.0196789,0,2010
0.00296372,0.0174678,0.00556031,0.0185695,0,2011
0.00622317,0.15375,0.000721688,0.153878,0,2012
0.00609634,0.1525,0.00144338,0.152629,0,2013
0.00622317,0.15125,0.000721688,0.15138,0,2014
0.00560421,0.1525,0.00280026,0.152629,0,2015
-0.00563277,0.18507,0.00285012,0.185177,0,2016
-0.00514495,0.184782,0.00365798,0.18489,0,2017
-0.00474273,0.185572,0.00416627,0.185679,0,2018
-0.00496491,0.183706,0.00389884,0.183814,0,2019
0.00622391,0.103738,0.000719639,0.103927,0,2020
0.00609782,0.102476,0.00143928,0.102667,0,2021
0.00622391,0.101238,0.000719639,0.101432,0,2022
0.00560849,0.102451,0.00279282,0.102643,0,2023
0.0062296,0.121219,-0.00070371,0.121381,0,2024
0.00610919,0.122438,-0.00140742,0.122598,0,2025
0.0062296,0.123719,-0.00070371,0.123878,0,2026
0.00564128,0.122375,-0.00273478,0.122536,0,2027
0.00622434,0.113749,0.000718449,0.113922,0,2028
0.00609868,0.112499,0.0014369,0.112673,0,2029
0.00622434,0.111249,0.000718449,0.111426,0,2030
0.00561096,0.112498,0.00278849,0.112672,0,2031
0.00622317,0.14375,0.000721688,0.143886,0,2032
0.00609634,0.1425,0.00144338,0.142638,0,2033
0.00622317,0.14125,0.000721688,0.141389,0,2034
0.00560421,0.1425,0.00280026,0.142638,0,2035
0.0062242,0.123746,0.000718838,0.123905,0,2036
0.0060984,0.122493,0.00143768,0.122653,0,2037
0.0062242,0.121246,0.000718838,0.121408,0,2038
0.00561015,0.122486,0.00278991,0.122646,0,2039
0.00624095,0.0284535,0.000670626,0.0291376,0,2040
0.00613191,0.0269069,0.00134125,0.0276294,0,2041
0.00624095,0.0259535,0.000670626,0.0267017,0,2042
0.00570696,0.0263138,0.0026134,0.0270521,0,2043
0.00622398,0.13375,0.000719438,0.133897,0,2044
0.00609797,0.1325,0.00143888,0.132648,0,2045
0.00622398,0.13125,0.000719438,0.131399,0,2046
0.0056089,0.1325,0.00279209,0.132648,0,2047
-0.00622206,0.164349,-0.000834173,0.164468,0,2048
-0.00603281,0.163334,-0.00173639,0.163455,0,2049
-0.0061292,0.16209,-0.00135747,0.162211,0,2050
-0.00554605,0.163564,-0.00294129,0.163685,0,2051
-0.0035169,0.136823,-0.00519167,0.136967,0,2052
-0.00395567,0.135324,-0.00486567,0.135469,0,2053
-0.00492648,0.135096,-0.00387967,0.135241,0,2054
-0.00325658,0.134053,-0.00535881,0.134199,0,2055
-0.000312646,0.0174959,0.00628284,0.0185924,0,2056
0.000173733,0.0167629,0.00628822,0.0179044,0,2057
0.00136903,0.0166238,0.00613984,0.0177742,0,2058
-0.000556119,0.0161691,0.00626599,0.0173497,0,2059
-0.00474076,0.124396,-0.00411209,0.124554,0,2060
-0.00498646,0.123128,-0.00381042,0.123288,0,2061
-0.00567128,0.122841,-0.00268712,0.123001,0,2062
-0.00436122,0.122147,-0.00451263,0.122308,0,2063
-0.0057503,0.0625535,0.00248656,0.0628664,0,2064
-0.00505207,0.062208,0.0037048,0.0625226,0,2065
-0.00439379,0.0632472,0.00446583,0.0635567,0,2066
-0.00479594,0.0608233,0.00403088,0.0611451,0,2067
-0.00537067,0.128978,-0.00324851,0.129131,0,2068
-0.00556472,0.127683,-0.0029036,0.127837,0,2069
-0.00604592,0.127397,-0.00168637,0.127551,0,2070
-0.00507649,0.126673,-0.00369137,0.126828,0,2071
-0.00546173,0.112151,-0.00308922,0.112326,0,2072
-0.00564651,0.110864,-0.00273693,0.111042,0,2073
-0.0060951,0.110555,-0.00149116,0.110733,0,2074
-0.00517409,0.109887,-0.00355002,0.110066,0,2075
-0.00583182,0.133547,-0.00230842,0.133694,0,2076
-0.00597683,0.132227,-0.0019017,0.132376,0,2077
-0.00624564,0.131883,-0.000575235,0.132032,0,2078
-0.00562672,0.13125,-0.00277108,0.1314,0,2079
-0.00113986,0.00552423,-0.00622826,0.00840284,0,2080
-0.000831196,0.00490601,-0.00627692,0.00800996,0,2081
-0.00119432,0.00445925,-0.00621805,0.00774438,0,2082
-0.000155113,0.00473455,-0.00632981,0.0079061,0,2083
0.000149714,0.13062,-0.00628315,0.130771,0,2084
-0.0011092,0.130692,-0.00618628,0.130843,0,2085
-0.00182508,0.131737,-0.00601411,0.131887,0,2086
-0.00163673,0.12972,-0.00606807,0.129872,0,2087
-0.000758219,0.123753,-0.00621939,0.123911,0,2088
-0.00109832,0.122338,-0.00616842,0.122498,0,2089
-0.00242412,0.121752,-0.00577748,0.121913,0,2090
-5.01717e-05,0.121509,-0.00626523,0.121671,0,2091
-0.00613538,0.138163,-0.00129476,0.138305,0,2092
-0.00620874,0.136866,-0.000877937,0.13701,0,2093
-0.00625171,0.136569,0.000485158,0.136712,0,2094
-0.00600304,0.135867,-0.00181183,0.136011,0,2095
0.00253169,0.0449104,0.00573572,0.0453459,0,2096
0.00374425,0.0450508,0.00502876,0.0454849,0,2097
0.00426328,0.0463589,0.00459699,0.0467809,0,2098
0.00431699,0.043883,0.00454659,0.0443286,0,2099
0.00609699,0.0949969,0.00144158,0.0952033,0,2100
0.00560608,0.0949938,0.002797,0.0952002,0,2101
0.00524014,0.0937469,0.003434,0.093956,0,2102
0.00524324,0.0962376,0.00342927,0.0964413,0,2103
0.00622401,0.158746,0.000719372,0.15887,0,2104
0.00609801,0.157492,0.00143874,0.157617,0,2105
0.00622401,0.156246,0.000719372,0.156372,0,2106
0.00560904,0.157484,0.00279185,0.157609,0,2107
-0.00516832,0.08422,-0.00354874,0.084453,0,2108
-0.00428153,0.0845522,-0.00457969,0.0847843,0,2109
-0.00349558,0.0835426,-0.00520442,0.0837775,0,2110
-0.00400369,0.0858941,-0.00482448,0.0861226,0,2111
-0.00625811,0.0568275,0.000379894,0.0571723,0,2112
-0.0062212,0.0554895,0.000777789,0.0558425,0,2113
-0.00590537,0.0551606,0.0021059,0.0555158,0,2114
-0.00626638,0.0544803,-0.000201959,0.0548399,0,2115
-0.00176438,0.0409897,0.00602696,0.041468,0,2116
-0.0010087,0.0398463,0.00619837,0.0403381,0,2117
0.000297006,0.0399828,0.00627288,0.040473,0,2118
-0.00154597,0.0385663,0.00608664,0.0390743,0,2119
0.00622317,0.04625,-0.000721688,0.0466724,0,2120
0.00609634,0.0475,-0.00144338,0.0479114,0,2121
0.00622317,0.04875,-0.000721688,0.0491509,0,2122
0.00560421,0.0475,-0.00280026,0.0479114,0,2123
-0.0059147,0.116719,-0.0020945,0.116887,0,2124
-0.00603516,0.11542,-0.00171679,0.11559,0,2125
-0.00626116,0.115113,-0.000410376,0.115284,0,2126
-0.00570952,0.114429,-0.0026023,0.1146,0,2127
-0.00617962,0.0659496,-0.00104374,0.0662467,0,2128
-0.00625795,0.0656231,0.00033928,0.0659217,0,2129
-0.00612517,0.0666587,0.0013264,0.0669526,0,2130
-0.00622295,0.0642611,0.000742932,0.0645659,0,2131
-0.00630545,0.180529,0.000417417,0.18064,0,2132
-0.00631323,0.179736,-0.000275637,0.179847,0,2133
-0.00631743,0.178337,-0.000151639,0.178449,0,2134
-0.00622522,0.180341,-0.00108607,0.180452,0,2135
0.00622428,0.108736,0.000718615,0.108916,0,2136
0.00609856,0.107471,0.00143723,0.107654,0,2137
0.00622428,0.106236,0.000718615,0.10642,0,2138
0.00561062,0.107443,0.0027891,0.107625,0,2139
0.00622344,0.118754,0.000720937,0.118919,0,2140
0.00609688,0.117508,0.00144187,0.117674,0,2141
0.00622344,0.116254,0.000720937,0.116422,0,2142
0.00560578,0.117515,0.00279754,0.117682,0,2143
0.00524515,0.0712528,0.0034268,0.0715277,0,2144
0.00560826,0.0700061,0.00279321,0.0702859,0,2145
0.00609774,0.070003,0.0014395,0.0702829,0,2146
0.00524465,0.0687624,0.00342757,0.0690472,0,2147
0.00622398,0.138754,0.00071945,0.138895,0,2148
0.00609796,0.137508,0.0014389,0.13765,0,2149
0.00622398,0.136254,0.00071945,0.136398,0,2150
0.00560888,0.137516,0.00279213,0.137658,0,2151
0.0062241,0.128751,0.000719108,0.128904,0,2152
0.0060982,0.127503,0.00143822,0.127657,0,2153
0.0062241,0.126251,0.000719108,0.126407,0,2154
0.00560959,0.127505,0.00279089,0.127659,0,2155
-0.00480196,0.151955,-0.00404139,0.152084,0,2156
-0.00385529,0.152162,-0.00495262,0.152291,0,2157
-0.00308596,0.151253,-0.00546521,0.151383,0,2158
-0.0035291,0.153278,-0.0051901,0.153406,0,2159
-0.00572117,0.150451,-0.00257146,0.150582,0,2160
-0.00588169,0.149154,-0.00217941,0.149286,0,2161
-0.00621159,0.148823,-0.000871947,0.148955,0,2162
-0.00548991,0.148189,-0.00303398,0.148322,0,2163
0.00622256,0.0563863,-0.000723355,0.0567332,0,2164
0.00609513,0.0577725,-0.00144671,0.0581112,0,2165
0.00622256,0.0588863,-0.000723355,0.0592185,0,2166
0.00560072,0.058045,-0.00280632,0.0583821,0,2167
0.00184707,0.0787377,0.0059873,0.0789866,0,2168
0.00253033,0.077494,0.00573209,0.0777469,0,2169
0.00376918,0.0774876,0.00500527,0.0777406,0,2170
0.00184767,0.0762565,0.00598712,0.0765135,0,2171
0.00622317,0.09375,0.000721688,0.0939591,0,2172
0.00609634,0.0925,0.00144338,0.0927119,0,2173
0.00622317,0.09125,0.000721688,0.0914648,0,2174
0.00560421,0.0925,0.00280026,0.0927119,0,2175
