Points_0,Points_1,Points_2,Points_Magnitude,Point ID
-0.00375638,0.00210953,0.00511977,0.00669124,539
-0.00428409,0.00212247,0.00468712,0.00669532,540
-0.0039869,0.00133836,0.00494238,0.00648951,541
-0.00343351,0.00132543,0.00534168,0.00648685,542
-0.00449424,0.0013513,0.00448602,0.00649219,543
0.00635,0.04,3.88825e-19,0.0405009,544
0.00596951,0.03875,0.00216506,0.0392668,545
0.00597233,0.0413576,0.00215726,0.0418423,546
0.00487894,0.0401076,0.00406429,0.0406072,547
0.00487362,0.0375,0.00407066,0.0380338,548
0.00488425,0.0427152,0.00405791,0.0431846,549
-0.00229312,0.0324326,-0.0059215,0.0330484,550
-0.00405379,0.0335462,-0.00488767,0.0341419,551
-0.00446682,0.0312937,-0.00451331,0.0319315,552
-0.00566824,0.0324073,-0.00286244,0.0330236,553
-0.00539536,0.0346598,-0.00334852,0.0352367,554
-0.00589744,0.0301548,-0.0023543,0.0308162,555
-0.00581579,0.189362,0.00254934,0.189468,556
-0.00582816,0.190639,0.00252093,0.190745,557
-0.00535121,0.190458,0.00341863,0.190564,558
-0.00536783,0.191735,0.00339248,0.19184,559
-0.00475771,0.191554,0.00420555,0.19166,560
0.00346712,0.158439,-0.00531992,0.158566,561
0.000720974,0.158517,-0.00630894,0.158645,562
0.00167501,0.160119,-0.0061251,0.160245,563
0.00635,0.095,3.88825e-19,0.095212,564
0.00606603,0.0955814,-0.00187769,0.0957922,565
0.00606874,0.0937607,-0.00186893,0.0939755,566
0.00524471,0.0943422,-0.00357988,0.0945556,567
0.00523953,0.0961629,-0.00358745,0.0963723,568
0.00524987,0.0925214,-0.0035723,0.0927391,569
-0.00480652,0.192858,0.00414969,0.192962,570
-0.00164542,0.0562123,0.00613311,0.0565698,571
-0.00323466,0.0578254,0.00546438,0.058173,572
-0.000452589,0.0584232,0.00633385,0.0587672,573
-0.00550952,0.0046591,-0.00315716,0.0078759,574
-0.00594202,0.00415623,-0.0022394,0.00758925,575
-0.00549513,0.00370803,-0.00318214,0.00735337,576
-0.00152997,0.064981,0.00616293,0.0652905,577
0.000793089,0.0631548,0.00630028,0.0634732,578
0.00082949,0.0656756,0.00629559,0.0659818,579
-0.000917739,0.0027717,0.00628333,0.00692855,580
-0.00148598,0.00198684,0.00617368,0.00665357,581
-0.00182823,0.00258275,0.00608112,0.00685515,582
-0.00237428,0.00179789,0.00588942,0.00659961,583
-0.00204188,0.00120197,0.00601276,0.00646276,584
-0.00569927,0.0177991,0.00280014,0.0188979,585
-0.0055236,0.0159735,0.00313247,0.0171894,586
-0.00612728,0.0167104,0.001667,0.0178762,587
0.00341226,0.0414173,0.00535528,0.0419012,588
0.00340525,0.0388097,0.00535973,0.0393257,589
-0.00368726,0.194034,-0.00516978,0.194138,590
-0.00389406,0.195315,-0.00501586,0.195418,591
-0.00278412,0.194801,-0.00570712,0.194904,592
-0.00255018,0.193521,-0.00581542,0.193625,593
-0.00301347,0.196081,-0.00558941,0.196184,594
0.00635,0.155,3.88825e-19,0.15513,595
0.00598377,0.155879,-0.00212532,0.156009,596
0.00598683,0.153516,-0.00211669,0.153647,597
-0.0035922,0.0280343,-0.00523627,0.0287445,598
-0.00296254,0.0302335,-0.00561657,0.0308931,599
-0.00495881,0.0290946,-0.00396645,0.0297795,600
0.00169442,0.0257368,0.00611976,0.0265086,601
0.00348735,0.0266844,0.00530669,0.0274296,602
0.00148943,0.0276481,0.00617285,0.028368,603
-0.0019301,0.00565057,0.00604956,0.00850009,604
-0.00100284,0.00486821,0.00627031,0.00800138,605
-0.00207347,0.00476149,0.00600193,0.00793689,606
-0.00115172,0.00397913,0.00624468,0.00749373,607
-5.29848e-05,0.00408586,0.00634978,0.00755094,608
-0.0051285,0.192324,-0.00374445,0.192429,609
-0.00445584,0.193138,-0.00452416,0.193242,610
-0.0042334,0.191727,-0.00473295,0.191832,611
-0.00478224,0.00766913,-0.00417764,0.00995681,612
-0.00416363,0.00672558,-0.00479444,0.00924965,613
0.00285183,0.0130575,0.00567358,0.0145196,614
0.00287216,0.0118054,0.00566332,0.0134048,615
0.00216827,0.0122905,0.00596834,0.013834,616
0.00218966,0.0110384,0.00596053,0.0127346,617
0.00289245,0.0105533,0.00565298,0.0123164,618
0.00145492,0.0115235,0.00618108,0.0131573,619
-0.00298974,0.0494339,0.00560214,0.04984,620
-0.00473803,0.0506219,0.00422772,0.0510186,621
-0.00305199,0.0515693,0.00556847,0.0519588,622
0.00508897,0.0993315,-0.00379801,0.0995342,623
0.00372778,0.0972858,-0.00514064,0.0974928,624
-0.00262814,0.19025,0.0057806,0.190356,625
-0.00242513,0.191752,0.00586867,0.191857,626
-0.00371703,0.191135,0.00514842,0.19124,627
-0.00389416,0.189633,0.00501578,0.189739,628
-0.00115268,0.192428,0.0062445,0.192532,629
-0.00126277,0.0122745,-0.00622318,0.0138198,630
-0.00122384,0.010659,-0.00623095,0.0124071,631
0.000425641,0.0117578,-0.00633572,0.013363,632
0.000465237,0.0101423,-0.00633293,0.0119661,633
-0.0019416,0.195712,-0.00604588,0.195815,634
-0.00218116,0.196599,-0.00596364,0.196702,635
-0.00105492,0.19623,-0.00626176,0.196333,636
-0.000804373,0.195343,-0.00629885,0.195446,637
-0.00130379,0.197118,-0.00621471,0.19722,638
1.69631e-05,0.184706,0.00634998,0.184815,639
0.000333245,0.186686,0.00634125,0.186794,640
-0.00161383,0.185873,0.0061415,0.185982,641
-0.00191774,0.183893,0.00605349,0.184003,642
-0.00602374,0.00757656,-0.00200924,0.00988568,643
-0.00291761,0.187107,0.00564004,0.187215,644
-0.00266819,0.188743,0.00576223,0.18885,645
-0.00410976,0.187997,0.0048407,0.188104,646
-0.0043175,0.186361,0.00465636,0.18647,647
0.00198045,0.18714,-0.00603327,0.187248,648
0.00119399,0.125,0.00623674,0.125161,649
-0.000976297,0.123339,0.0062745,0.123503,650
-0.00084787,0.125215,0.00629314,0.125375,651
-0.00291786,0.123554,0.00563991,0.123717,652
-0.00303251,0.121679,0.0055791,0.121844,653
-0.002802,0.125429,0.00569836,0.12559,654
-0.00481042,0.00912477,-0.00414516,0.0111168,655
0.00487362,0.0625,0.00407066,0.0628218,656
0.00488355,0.0599748,0.00405875,0.06031,657
0.00302867,0.061567,0.00558119,0.0618936,658
0.00304229,0.0590418,0.00557377,0.0593823,659
0.00489345,0.0574496,0.0040468,0.0577995,660
-0.000651995,0.121426,0.00631644,0.121592,661
0.00151347,0.123087,0.006167,0.12325,662
0.00182894,0.121173,0.00608091,0.121339,663
0.00350674,0.0365801,0.00529389,0.0371271,664
-0.00525615,0.153888,0.00356307,0.154019,665
0.00635,0.025,3.88825e-19,0.0257938,666
0.00635,0.0225,3.88825e-19,0.0233789,667
0.00602278,0.0234953,0.00201212,0.0243383,668
0.0020232,0.122744,-0.00601907,0.122909,669
0.00404772,0.123561,-0.0048927,0.123724,670
0.00616506,0.00552448,0.00152135,0.00841679,671
0.00582312,0.00363988,0.00253255,0.00731923,672
-0.00621554,0.190242,0.00129981,0.190348,673
-0.00622181,0.191519,0.00126948,0.191624,674
0.00334708,0.0813414,-0.00539625,0.0815889,675
0.00103242,0.0830289,-0.00626551,0.0832714,676
0.00148199,0.0801601,-0.00617464,0.0804112,677
0.000774055,0.0494016,0.00630265,0.049808,678
0.00303636,0.0509508,0.00557701,0.051345,679
0.00297797,0.0485343,0.0056084,0.0489479,680
0.00483086,0.0500835,0.00412132,0.0504844,681
0.00487362,0.0525,0.00407066,0.0528826,682
0.00478757,0.047667,0.00417153,0.0480881,683
0.00417396,0.0949757,-0.00478545,0.0951877,684
0.00418087,0.093155,-0.00477942,0.0933711,685
0.00284229,0.0937885,-0.00567837,0.0940032,686
-0.0028434,0.0130087,-0.00567782,0.0144758,687
-0.00263952,0.011315,-0.00577542,0.012975,688
-0.00405554,0.0120492,-0.00488621,0.01362,689
-0.00422688,0.0137429,-0.00473878,0.015139,690
-0.00601258,0.0200152,-0.0020424,0.0209984,691
-0.0050601,0.0195874,-0.00383639,0.020591,692
-0.00579916,0.0178828,-0.00258694,0.0189768,693
-0.00631931,0.0183107,-0.00062351,0.0193805,694
-0.00468566,0.0174549,-0.00428568,0.0185741,695
0.00493926,0.033722,0.00399077,0.0343147,696
0.00598693,0.031861,0.00211639,0.0324876,697
0.00452651,0.0317296,0.00445345,0.0323588,698
0.00575199,0.0298686,0.00269018,0.0305362,699
0.00635,0.03,3.88825e-19,0.0306647,700
0.00407061,0.0297372,0.00487367,0.0304077,701
7.39252e-05,0.0153339,-0.00634957,0.0165968,702
0.000357705,0.0133931,-0.00633992,0.0148222,703
-0.00153971,0.0142154,-0.0061605,0.0155692,704
-0.00181357,0.0161563,-0.00608551,0.0173594,705
-0.00517277,0.145465,0.00368306,0.145603,706
-0.00596962,0.146978,0.00216475,0.147115,707
-0.00444263,0.147614,0.00453713,0.14775,708
-0.00470282,0.19567,-0.00426685,0.195773,709
-0.00393468,0.196436,-0.00498405,0.196539,710
0.00115227,0.0993964,0.00624458,0.099599,711
-0.00153042,0.0992934,0.00616282,0.0994962,712
-0.000973064,0.101483,0.006275,0.101682,713
-0.00347848,0.10138,0.0053125,0.101579,714
-0.0039397,0.0991904,0.00498009,0.0993935,715
-0.00298937,0.10357,0.00560234,0.103765,716
0.00120812,0.159976,0.00623402,0.160102,717
0.00120351,0.15778,0.00623491,0.157908,718
-0.000949666,0.159489,0.00627859,0.159615,719
-0.00633457,0.19478,0.000442404,0.194884,720
-0.00621911,0.175142,-0.00128265,0.175257,721
-0.00614204,0.177592,-0.00161179,0.177706,722
-0.00634994,0.176939,-2.85975e-05,0.177052,723
0.00598377,0.158379,-0.00212532,0.158507,724
0.00493819,0.159727,-0.00399209,0.159853,725
0.00598952,0.161347,-0.00210905,0.161472,726
0.00635,0.16,3.88825e-19,0.160126,727
0.00494902,0.162694,-0.00397865,0.162818,728
-0.00617384,0.00272946,0.00148533,0.00691176,729
-0.00618449,0.00191212,0.00144032,0.00663165,730
-0.0063061,0.00228603,0.000745376,0.00674896,731
-0.0025795,0.196768,0.00580247,0.196871,732
0.00348156,0.161407,-0.00531048,0.161531,733
0.00492995,0.1325,-0.00400226,0.132652,734
0.00598447,0.13375,-0.00212336,0.133901,735
0.0049378,0.135093,-0.00399257,0.135242,736
0.00598862,0.136343,-0.00211161,0.136491,737
0.00635,0.135,3.88825e-19,0.135149,738
0.00494563,0.137685,-0.00398287,0.137832,739
-0.00495385,0.0110283,-0.00397264,0.0127258,740
-0.00565125,0.00979763,-0.00289584,0.0116754,741
-0.00575002,0.0117011,-0.00269439,0.0133131,742
-0.00607842,0.00885247,-0.0018372,0.0108944,743
-0.00631396,0.00853489,-0.000675602,0.010638,744
-0.00633061,0.00981081,-0.00049585,0.0116865,745
0.00119031,0.0402149,-0.00623744,0.0407131,746
0.00114557,0.0426396,-0.00624581,0.0431098,747
-0.000655781,0.0403153,-0.00631605,0.0408124,748
0.00497909,0.196875,-0.00394096,0.196977,749
0.00420843,0.196202,-0.00475516,0.196305,750
0.00443115,0.197557,-0.00454834,0.197659,751
-0.000807888,0.00601536,0.0062984,0.00874683,752
0.000143977,0.005233,0.00634837,0.00822842,753
0.000340801,0.00638015,0.00634085,0.0090016,754
0.00201941,0.0128764,-0.00602034,0.014357,755
0.00344112,0.133859,-0.00533678,0.13401,756
0.00345159,0.136452,-0.00533001,0.1366,757
0.00375316,0.188421,0.00512214,0.188528,758
0.00201507,0.187138,0.00602179,0.187245,759
0.00415988,0.191711,0.00479769,0.191816,760
0.0042524,0.189725,0.00471589,0.189831,761
0.00324571,0.191364,0.00545783,0.19147,762
-0.00429201,0.047614,-0.00467987,0.0480355,763
-0.00434125,0.0459395,-0.00463423,0.0463763,764
-0.00307444,0.0476322,-0.00555611,0.0480536,765
-0.00165094,0.162257,-0.00613163,0.162382,766
-0.00296447,0.160731,-0.00561555,0.160856,767
-0.000956418,0.159587,-0.00627756,0.159713,768
-0.00231933,0.15806,-0.00591128,0.158187,769
-0.00413157,0.159204,-0.0048221,0.159331,770
0.00163693,0.190597,0.00613539,0.190703,771
-1.74376e-05,0.191653,0.00634998,0.191758,772
0.00118528,0.192437,0.0062384,0.192542,773
0.0040594,0.00642531,-0.004883,0.00903366,774
0.00240088,0.00653823,-0.00587863,0.00911433,775
0.00311201,0.00535062,-0.00553515,0.00830371,776
0.00602286,0.0278604,0.00201188,0.0285749,777
0.00460333,0.027729,0.004374,0.0284468,778
0.00511983,0.146843,-0.00375631,0.14698,779
0.00373669,0.147566,-0.00513417,0.147702,780
0.00365127,0.145512,-0.00519526,0.145651,781
0.00190039,0.146235,-0.00605896,0.146373,782
0.00200032,0.148288,-0.00602671,0.148424,783
0.00179993,0.144182,-0.00608956,0.144322,784
-0.000710974,0.0012308,0.00631007,0.00646818,785
-0.00138443,0.00121638,0.00619725,0.00646545,786
-0.000814467,0.00200125,0.00629755,0.00665789,787
-0.00616244,0.190369,-0.00153193,0.190474,788
-0.00570848,0.191268,-0.00278133,0.191373,789
-0.00561327,0.189615,-0.00296878,0.189721,790
-0.00509988,0.00499531,-0.00378335,0.00807933,791
-0.00508265,0.00404423,-0.00380646,0.0075285,792
-0.00459959,0.00438043,-0.00437793,0.00771432,793
0.000912757,0.00445165,0.00628406,0.00775498,794
0.000686356,0.0034946,0.0063128,0.00724808,795
0.00163789,0.00386039,0.00613513,0.00743136,796
0.00185729,0.00481744,0.00607231,0.00797059,797
-0.00124042,0.0290168,-0.00622767,0.0297035,798
-0.000511879,0.031216,-0.00632933,0.0318553,799
0.00131175,0.0299994,-0.00621304,0.030664,800
0.00451801,0.00164935,-0.00446207,0.00656071,801
0.00502196,0.00141961,-0.00388618,0.00650675,802
0.00519023,0.00224621,-0.00365842,0.00673557,803
0.00559263,0.00201647,-0.0030075,0.00666248,804
0.00545298,0.00118987,-0.00325385,0.00646052,805
0.00591149,0.015122,0.00231878,0.0164011,806
0.00476668,0.013872,0.00419539,0.0152563,807
0.00465654,0.015244,0.00431731,0.0165136,808
-0.00423642,0.193399,0.00473025,0.193503,809
0.00339165,0.116366,-0.00536836,0.116539,810
0.00129629,0.117956,-0.00621628,0.118127,811
0.00158329,0.115231,-0.00614945,0.115406,812
0.00306087,0.0640878,0.00556359,0.0644016,813
0.0027722,0.00242613,-0.00571291,0.00679769,814
0.00275916,0.00174479,-0.00571922,0.00658535,815
0.00337726,0.00175568,-0.00537742,0.00658824,816
0.00596951,0.01875,-0.00216506,0.0197961,817
0.00597729,0.0212874,-0.00214348,0.0222143,818
-0.00319046,0.196734,0.00549031,0.196836,819
-0.00259342,0.197371,0.00579626,0.197473,820
-0.00320363,0.197337,0.00548263,0.197439,821
0.000766929,0.197863,0.00630352,0.197965,822
-2.80006e-05,0.198296,0.00634994,0.198398,823
0.000730537,0.198511,0.00630784,0.198613,824
0.00186135,0.00495685,-0.00607107,0.00805561,825
-0.00523396,0.00326747,0.00359558,0.00714135,826
-0.00470505,0.00268418,0.00426439,0.00689401,827
0.00635,0.1275,3.88825e-19,0.127658,828
0.00591535,0.128976,-0.00230894,0.129132,829
0.00635,0.13,3.88825e-19,0.130155,830
-0.00319493,0.185127,0.00548771,0.185236,831
0.00399862,0.00338792,-0.00493291,0.00719726,832
0.00426482,0.00251864,-0.00470466,0.00683125,833
0.00498037,0.00311549,-0.00393934,0.0070731,834
-0.00566356,0.0079921,0.00287168,0.0102076,835
-0.00515291,0.00756047,0.0037108,0.00987336,836
-0.00501546,0.00868442,0.00389456,0.0107583,837
-0.00309438,0.0149496,-0.00554503,0.0162423,838
-0.00280049,0.0064957,0.0056991,0.00908386,839
-0.00280967,0.00524803,0.00569458,0.00823798,840
0.00119446,0.135002,0.00623665,0.135152,841
-0.00117236,0.136331,0.00624084,0.136479,842
0.00119393,0.137473,0.00623675,0.137619,843
-0.00117289,0.138802,0.00624074,0.138947,844
0.0011934,0.139943,0.00623685,0.140087,845
-0.00253459,0.00775121,0.00582223,0.0100202,846
-0.00164896,0.00690609,0.00613216,0.00938171,847
-0.00136431,0.00816161,0.00620171,0.0103409,848
-0.00619113,0.0166291,-0.00141151,0.0178003,849
-0.00542872,0.0162013,-0.00329415,0.0174013,850
-0.00596509,0.0149476,-0.0021772,0.0162405,851
-0.00330937,0.173205,-0.00541946,0.173321,852
-0.00483232,0.172133,-0.00411961,0.17225,853
-0.00337933,0.170921,-0.00537611,0.171039,854
0.000529596,0.0282494,-0.00632788,0.0289543,855
-0.00200461,0.0272669,-0.00602528,0.0279965,856
-0.000260766,0.0264994,-0.00634464,0.0272496,857
0.00635,0.05,3.88825e-19,0.0504016,858
0.00635,0.0475,3.88825e-19,0.0479226,859
0.00594658,0.0488335,0.00222727,0.0492446,860
0.00594658,0.0463335,0.00222727,0.0467666,861
0.00635,0.045,3.88825e-19,0.0454458,862
-0.00503667,0.0270673,-0.0038671,0.0278022,863
-0.00341991,0.0262396,-0.00535039,0.026997,864
0.00596951,0.05125,0.00216506,0.0516419,865
-0.0048954,0.00191301,0.00404445,0.0066319,866
0.00113884,0.192489,-0.00624704,0.192594,867
0.00396282,0.0115266,0.00496171,0.01316,868
0.003945,0.0127787,0.00497589,0.0142695,869
-0.000106393,0.197588,-0.00634911,0.19769,870
-1.31584e-05,0.198376,-0.00634999,0.198477,871
-0.000663724,0.198342,-0.00631522,0.198444,872
0.00254288,0.0164847,0.00581862,0.0176654,873
0.00136347,0.014769,0.00620189,0.0160762,874
0.000659869,0.01603,0.00631562,0.0172419,875
-0.000580224,0.0143142,0.00632344,0.0156595,876
0.000132068,0.0130532,0.00634863,0.0145158,877
-0.00128521,0.0155752,0.00621858,0.0168199,878
0.00635,0.0175,3.88825e-19,0.0186165,879
0.00601613,0.0169175,0.0020319,0.01807,880
-0.00569854,0.00468018,0.00280162,0.00788838,881
0.00487729,0.0650093,0.00406627,0.0653187,882
0.00306589,0.0665971,0.00556083,0.0668992,883
0.00488096,0.0675187,0.00406186,0.0678166,884
0.00596951,0.18125,0.00216506,0.181361,885
0.0059736,0.178484,0.00215376,0.178597,886
0.00635,0.18,3.88825e-19,0.180112,887
0.00485871,0.0170395,0.00408845,0.0181842,888
-0.00500915,0.189497,0.00390268,0.189604,889
-0.00434486,0.190594,0.00463084,0.190699,890
-0.00633372,0.00727938,0.000454452,0.00965981,891
-0.00634533,0.00639393,-0.000243452,0.00901137,892
0.00485869,0.0499875,-0.00408847,0.0503892,893
0.00491154,0.165097,-0.00402484,0.165219,894
0.00339582,0.163685,-0.00536572,0.163808,895
0.00334541,0.166088,-0.00539729,0.166209,896
0.00487362,0.1675,-0.00407066,0.16762,897
0.00147742,0.164675,-0.00617574,0.164798,898
-0.00619337,0.193791,0.00140167,0.193895,899
0.00596951,0.03625,0.00216506,0.036802,900
0.0049066,0.035611,0.00403085,0.0361727,901
0.00598693,0.034361,0.00211639,0.0349428,902
0.00635,0.035,3.88825e-19,0.0355714,903
-0.00481132,0.0170217,0.00414412,0.0181675,904
-0.00455767,0.015196,0.00442155,0.0164694,905
-0.00361375,0.0162442,0.00522143,0.0174412,906
0.00167862,0.016589,-0.00612411,0.0177628,907
-0.000214246,0.0174113,-0.00634638,0.0185331,908
-0.00602732,0.0220162,-0.00199849,0.0229137,909
-0.00620795,0.0242064,-0.0013356,0.0250255,910
-0.00632774,0.0223126,-0.000531261,0.0231986,911
0.00596951,0.16875,-0.00216506,0.168869,912
0.00465367,0.169726,-0.0043204,0.169845,913
0.00490982,0.140093,-0.00402693,0.140237,914
0.00338776,0.138682,-0.00537081,0.138828,915
0.00333961,0.14109,-0.00540088,0.141233,916
0.00487362,0.1425,-0.00407066,0.142641,917
-0.000887692,0.18733,-0.00628765,0.187438,918
0.000578471,0.188073,-0.0063236,0.188181,919
-0.00141863,0.18903,-0.00618951,0.189137,920
-0.00394538,0.19705,0.00497559,0.197152,921
-0.0062722,0.18837,0.000990979,0.188477,922
-0.00634198,0.18925,-0.000319073,0.189356,923
-0.00631845,0.187377,-0.00063218,0.187485,924
-0.00192882,0.0333473,0.00604997,0.0339465,925
-0.0020085,0.0353169,0.00602399,0.0358832,926
-4.27252e-05,0.0345037,0.00634986,0.0350832,927
0.00602286,0.0253604,0.00201188,0.0261433,928
-0.00287872,0.196815,-0.00565999,0.196917,929
-0.00203768,0.197333,-0.00601418,0.197435,930
-0.00274232,0.197549,-0.00572732,0.197651,931
1.24699e-05,0.161188,-0.00634999,0.161313,932
-0.00102291,0.133874,0.00626707,0.134024,933
0.00155368,0.196872,-0.00615699,0.196975,934
0.00232498,0.197602,-0.00590906,0.197704,935
0.00260761,0.19691,-0.00578989,0.197012,936
0.00134651,0.166974,-0.0062056,0.167094,937
0.00323054,0.168386,-0.00546682,0.168506,938
0.001215,0.169272,-0.00623268,0.169391,939
0.00488355,0.0549748,0.00405875,0.0553403,940
0.00334767,0.0554659,0.00539589,0.0558282,941
0.00333448,0.0529911,0.00540405,0.0533702,942
0.0014524,0.0534821,0.00618167,0.0538578,943
-0.00523704,0.196362,0.00359108,0.196464,944
-0.00533939,0.195061,0.00343706,0.195165,945
0.00635,0.0375,3.88825e-19,0.0380338,946
0.00164338,0.18338,0.00613366,0.18349,947
-0.00030271,0.182568,0.00634278,0.182678,948
0.00133971,0.0588787,0.00620707,0.0592202,949
0.00354746,0.0572865,0.00526669,0.0576374,950
0.00191115,0.0571234,0.00605558,0.0574753,951
-0.00509211,0.012722,-0.00379381,0.0142187,952
-0.00315941,0.0144258,0.00550823,0.0157615,953
-0.00416757,0.0133776,0.00479102,0.0148082,954
-0.00268245,0.0126074,0.0057556,0.0141162,955
0.00635,0.165,3.88825e-19,0.165122,956
0.00596951,0.16625,-0.00216506,0.166371,957
0.00598952,0.163847,-0.00210905,0.16397,958
0.00119441,0.105023,0.00623666,0.105215,959
0.00117334,0.10221,0.00624065,0.102407,960
-0.000951873,0.104297,0.00627825,0.10449,961
-0.00307311,0.00185961,0.00555684,0.0066167,962
0.00635,0.14,3.88825e-19,0.140144,963
0.00596951,0.14125,-0.00216506,0.141393,964
0.00598862,0.138843,-0.00211161,0.138988,965
-0.00570966,0.00133982,0.0027789,0.00648981,966
-0.00530728,0.00180807,0.00348644,0.00660239,967
-0.00535997,0.00114142,0.00340488,0.00645177,968
-0.00436354,0.00801262,0.00461325,0.0102237,969
0.000291176,0.122924,-0.00634332,0.123088,970
-0.00613953,0.010756,-0.00162132,0.0124905,971
0.00483624,0.0451911,0.00411501,0.045635,972
0.00597233,0.0438576,0.00215726,0.0443149,973
0.00119616,0.13251,0.00623632,0.132662,974
-0.0010212,0.131381,0.00626735,0.131535,975
0.00119787,0.130018,0.00623599,0.130173,976
-0.00631824,0.00855529,0.000634309,0.0106544,977
0.00314136,0.0412803,-0.00551855,0.0417659,978
0.00310172,0.043705,-0.00554093,0.0441639,979
0.00475559,0.0423458,-0.00420796,0.0428192,980
-0.00517501,0.187862,0.00367991,0.187969,981
-0.000516461,0.00727088,0.00632896,0.0096534,982
0.00635,0.1825,3.88825e-19,0.18261,983
0.00596951,0.18125,-0.00216506,0.181361,984
0.0016675,0.183339,-0.00612715,0.183449,985
0.00168296,0.0553028,0.00612292,0.0556661,986
-0.00618146,0.192772,0.00145327,0.192876,987
0.00351305,0.0902712,0.00528971,0.0904942,988
0.00508785,0.09,0.0037995,0.0902237,989
0.00487362,0.0925,0.00407066,0.0927177,990
0.00398681,0.00537772,0.00494245,0.0083212,991
0.00447243,0.00407831,0.00450775,0.00754686,992
0.00359667,0.00437907,0.0052332,0.00771354,993
0.00411415,0.00307966,0.00483697,0.0070574,994
0.00635,0.1875,3.88825e-19,0.187607,995
0.00635,0.1675,3.88825e-19,0.16762,996
-0.0034347,0.192624,-0.00534091,0.192728,997
0.00352707,0.0920836,0.00528037,0.0923023,998
0.00187782,0.0898548,0.00606599,0.0900789,999
0.00189391,0.0916672,0.00606099,0.0918869,1000
0.00596951,0.04625,-0.00216506,0.0466839,1001
0.00593803,0.0436729,-0.00224995,0.0441321,1002
0.00481509,0.0449229,-0.00413973,0.0453695,1003
-0.0059866,0.0206958,0.00211732,0.0216481,1004
-0.00514767,0.0200185,0.00371807,0.0210015,1005
-0.0058529,0.0192475,0.00246293,0.0202679,1006
-0.00492202,0.0185701,0.00401201,0.0196258,1007
-0.00389176,0.0193412,0.00501764,0.0203569,1008
0.00635,0.115,3.88825e-19,0.115175,1009
0.00635,0.1175,3.88825e-19,0.117671,1010
0.00596951,0.11625,-0.00216506,0.116423,1011
0.00596951,0.11875,-0.00216506,0.11892,1012
0.00635,0.12,3.88825e-19,0.120168,1013
-0.000254751,0.182262,-0.00634489,0.182373,1014
3.68422e-05,0.184387,-0.00634989,0.184496,1015
-0.0018768,0.18331,-0.00606631,0.18342,1016
0.00635,0.1425,3.88825e-19,0.142641,1017
0.00596951,0.14375,-0.00216506,0.14389,1018
0.00635,0.145,3.88825e-19,0.145139,1019
0.000368842,0.147057,-0.00633928,0.147194,1020
0.000263962,0.145004,-0.00634451,0.145143,1021
-0.00128788,0.145826,-0.00621803,0.145965,1022
0.00599093,0.178854,-0.00210506,0.178967,1023
-0.000783303,0.0621499,-0.0063015,0.0624734,1024
-0.000820226,0.0601529,-0.0062968,0.0604871,1025
-0.00262783,0.0618692,-0.00578074,0.0621942,1026
-0.0025939,0.0638662,-0.00579605,0.0641811,1027
-0.00266167,0.0598722,-0.00576524,0.060208,1028
0.00490291,0.0324252,-0.00403534,0.0330411,1029
0.003274,0.0336759,-0.0054409,0.0342693,1030
0.00329258,0.0312123,-0.00542968,0.0318517,1031
0.0012905,0.032463,-0.00621748,0.0330782,1032
0.00126924,0.0349266,-0.00622186,0.0354992,1033
-0.0016946,0.194432,-0.00611971,0.194536,1034
0.00598447,0.13125,-0.00212336,0.131404,1035
0.00480276,0.130226,-0.00415404,0.130381,1036
-0.00585964,0.00325547,-0.00244686,0.00713587,1037
-0.00618121,0.00370367,-0.00145436,0.00735117,1038
-0.00612627,0.00280291,-0.00167071,0.0069411,1039
-0.00525447,0.0143453,-0.00356553,0.0156879,1040
-0.00446203,0.0155989,-0.00451805,0.0168419,1041
-0.00572799,0.196746,0.00274091,0.196848,1042
0.00319361,0.148613,0.00548847,0.148749,1043
0.00113052,0.147623,0.00624855,0.147759,1044
0.00319186,0.146417,0.00548949,0.146555,1045
0.00487253,0.147408,0.00407197,0.147545,1046
0.00112853,0.145427,0.00624891,0.145566,1047
0.0048883,0.0349626,-0.00405303,0.0355346,1048
0.00325432,0.0362133,-0.0054527,0.0367658,1049
0.00487362,0.0375,-0.00407066,0.0380338,1050
0.00635,0.085,3.88825e-19,0.0852369,1051
0.00596951,0.08625,-0.00216506,0.0864834,1052
0.00596937,0.0837614,-0.00216542,0.0840017,1053
-0.000430166,0.196976,-0.00633541,0.197078,1054
-0.000985042,0.19773,-0.00627313,0.197832,1055
0.00354972,0.0346911,0.00526517,0.0352674,1056
-0.00600626,0.00423652,0.0020609,0.00763352,1057
-0.00562965,0.00361656,0.0029376,0.00730767,1058
0.00337173,0.196601,0.00538089,0.196703,1059
0.00367479,0.197614,0.00517865,0.197716,1060
0.00596951,0.02625,-0.00216506,0.0270071,1061
0.00597729,0.0237874,-0.00214348,0.0246204,1062
0.0048883,0.0250374,-0.00405303,0.0258301,1063
0.00487362,0.0275,-0.00407066,0.0282236,1064
-0.00337192,0.0168056,-0.00538077,0.0179653,1065
-0.00500173,0.190671,-0.00391218,0.190777,1066
0.00596951,0.14375,0.00216506,0.14389,1067
0.00596922,0.146204,0.00216586,0.146342,1068
0.00487308,0.144954,0.00407132,0.145093,1069
0.00487362,0.1425,0.00407066,0.142641,1070
0.00210459,0.0219294,0.00599109,0.0228302,1071
0.00635,0.0425,3.88825e-19,0.0429718,1072
0.00593803,0.0411729,-0.00224995,0.0416597,1073
